ID	author	claim	label
16525	Rick Santorum	"Says Howard Zinn, ""an anti-American Marxist,"" wrote ""the most popular textbook that's taught in our high schools in America."""	barely-true
16526	Tony Evers	"""Drug-related offenses make up as much as 75-85 percent of inmate populations"" in Wisconsin"	pants-fire
16527	Instagram posts	“6000% Increase in Reported Vaccine Deaths 1st Quarter 2021 Compared to 1st Quarter 2020”	false
16528	Alex Sink	"Says David Jolly ""lobbied on a plan"" by Rep. Paul Ryan that would turn Medicare into a voucher program."	half-true
16529	Kurt Schrader	"Says Scott Bruun supports ""cutting the Department of Commerce and eliminating NOAA."""	half-true
16530	Raymond Walter	"""Western New Yorkers pay some of the highest property taxes in the state."""	half-true
16531	Harold Metts	"""Rhode Island has a [inmate] recidivism rate of over 60 percent."""	mostly-true
16532	Keep the Promise 1 PAC	"Says Marco Rubio ""skipped 18 defense votes including one to arm the Kurds to fight ISIS."""	half-true
16533	Karen Handel	Seventy-two percent of Georgians did not have a chance to finish college.	mostly-true
16534	Bill Maher	"If it is enacted, the Senate immigration bill is ""going to make the Border Patrol bigger than the FBI -- you could put one agent every 250 feet."""	true
16535	Arne Duncan	"Says Texas schools have had ""massive increases"" in class sizes with Rick Perry as governor."	false
16536	Sarah Palin	"""Ronald Reagan faced an even worse recession"" than the current one."	false
16537	John Kerry	"The nuclear agreement with Iran ""never sunsets. There's no sunset in this agreement."""	half-true
16538	Don Balfour	"""When you get a commercial pilot’s license, you learn to communicate in English no matter where you are in the world."""	mostly-true
16539	Steve Southerland	"""The health insurance plan that (members of Congress) have is no different than any other federal employee's in the United States government."""	true
16540	TheLastLineOfDefense.org	"""Fox Sports cancels all NFL broadcasts ‘until players respect the flag.’ """	pants-fire
16541	Jeb Bush	"""U.S. teenagers have now fallen behind their counterparts in Ireland, Poland and even Vietnam in math and science."""	mostly-true
16542	Bob Stacey	Says Tom Hughes supports paving over thousands of acres with over-development and sprawl.	false
16543	Jason Carter	"""Since 2009, Georgia's public schools have lost nearly 9,000 classroom teachers while the number of students has gone up."""	true
16544	Sean Duffy	The Republican replacement for Obamacare does not give massive tax cuts to wealthy Americans.	false
16545	Donald Trump	“In sanctuary cities, local officials order police to release dangerous criminal aliens to prey upon the public instead of handing them over to ICE to be safely removed.”	barely-true
16546	Rick Scott	Says Sen. Bill Nelson is a socialist.	pants-fire
16547	Bernie Sanders	"Says Bernie Sanders ""fundamentally changed the lives"" of Immokalee farm workers in Florida for the better."	half-true
16548	Sean Hannity	"""Our own National Security Agency says that (Iran's) nuclear ambitions are advancing, and at the same time ... we are slashing our own nuclear arsenal."""	mostly-true
16549	Lamar Smith	"""Despite the administration telling us (health care reform) was going to reduce health care costs, they now acknowledge it's going to dramatically increase health care costs."""	false
16550	Facebook posts	Says photos show a “boneyard” of electric cars abandoned in France because the cars’ batteries were too expensive to replace.	false
16551	Viral image	"""Nearly every state that has legalized (marijuana) has also legislated that you lose your right to own a gun if you are prescribed, or buy it recreationally."""	false
16552	Facebook posts	"Quotes Adolf Hitler as saying the best way to control a people is ""to take a little of their freedom at a time."""	false
16553	Viral image	The man pictured in a mugshot is not Derek Chauvin, the officer who was recorded kneeling on George Floyd’s neck.	false
16554	Lee Leffingwell	"Says Austin trains are ""full"" at rush hour and ""packed"" for special events."	mostly-true
16555	Danny Tarkanian	"""Sue Lowden gave Harry Reid's campaigns a thousand dollars in five different elections, helping his Senate dreams come true."""	mostly-true
16556	John Boehner	"""A majority of Americans still oppose this health care bill."""	mostly-true
16557	Bloggers	Says Jimmy Carter has endorsed Bernie Sanders.	pants-fire
16558	Donald Trump	"The last private rocket launch ""cost $80 million. If the government did it, the same thing would have cost probably 40 or 50 times that amount of money. I mean, literally."""	half-true
16559	Sid Miller	"Says actor Dwayne ""The Rock"" Johnson wore a T-shirt stating: ""We Stand for the flag, we kneel for the fallen."""	false
16560	Katie Pavlich	"Says former President Barack Obama ""pardoned a traitor who gave U.S. enemies state secrets, he also pardoned a terrorist who killed Americans."""	barely-true
16561	Kay Hagan	"Says North Carolina Republican Senate candidate Thom Tillis ""called Obamacare ‘a great idea.’ """	barely-true
16562	Newt Gingrich	"""For four years, we balanced the budget and paid off $405 billion in debt."""	false
16563	John Boehner	"""The Department of Health and Human Services is providing $160 million to the state of Pennsylvania to set up a new high-risk insurance pool program that would cover any abortion legal in the state."""	false
16564	Democratic Congressional Campaign Committee	"""Rigell's car dealership made over $400,000 off the ‘Cash for Clunkers’ bailout."""	half-true
16565	Rick Scott	"""We cut business taxes so today 70 percent of our businesses don't pay a business tax."""	mostly-true
16566	Americans For Tax Reform	"""It is a commitment voters take very seriously: The only incumbent in Ohio to break his Pledge and vote for Ted Strickland's income tax hike was defeated soundly on Tuesday."""	mostly-true
16567	Donald Trump	"The NFL is ""getting massive tax breaks."""	mostly-true
16568	Matthew Hill	"Says abortion doctors are ""flying into this state, performing abortions and flying out."""	false
16569	John Kasich	"Ohio Director of Job Creation ""Mark Kvamme just clawed back about $900,000 from companies that made promises and they didn't keep them."""	half-true
16570	Michael Moore	"In the 1950s,  ""A lot of people got rich — and they had to pay a top tax rate of 90 percent."""	mostly-true
16571	David Mellon	"""The job [of correctional officer] lowers your life expectancy . . . Metropolitan did a study in, I believe it was 1998, and the life expectancy was 58."""	false
16572	Lloyd Doggett	"The Department of Homeland Security is ""the only federal department not funded for this entire fiscal year"" by Congress."	true
16573	Robin Vos	Wisconsin was the last state to start paying COVID-related federal unemployment benefits.	mostly-true
16574	Rick Scott	"More than two months ago President Barack Obama signed a bill for more than $1 billion in Zika funding, but ""the federal government has still only committed $7 million"" to help Florida."	half-true
16575	John Bel Edwards	Says of the coronavirus threat, “there was not a single suggestion by anyone, a doctor, a scientist, a political figure, that we needed to cancel Mardi Gras.”	true
16576	Viral image	Photo shows “the aftermath of the ‘CHOP’ Zone’ in Seattle, WA. July 2020.”	false
16577	Connie Mack	"""President Obama has no plan to reduce the deficit, let alone pay down the debt."""	barely-true
16578	Viral image	These 11 mass shootings involved an AR-15-style weapon.	mostly-true
16579	Ron Paul	"""Today gasoline hit $6 a gallon in Florida."""	pants-fire
16580	Bloggers	An all-female construction company built the Florida bridge that collapsed.	pants-fire
16581	Bloggers	"Says celebrities are calling for a ""'total Hollywood strike' until Trump resigns."""	false
16582	Howard Dean	"""Every other democracy in the world has a health care system that covers everybody, and we don't."""	false
16583	US Daily News 24	"Says Debbie Wasserman Schultz ""going to mental hospital after what she did overnight desperate to escape arrest."""	pants-fire
16584	Mike Polensek	"""It is ironic that (First Energy Corp. is) going to have a name on our (football stadium) where we (Cleveland Public Power) supply the electricity."""	true
16585	Theresa Greenfield	"Says Joni Ernst ""supports the lawsuit that's headed to the Supreme Court that will” repeal the Affordable Care Act."	half-true
16586	Michael Bloomberg	"""We cut New York City’s carbon footprint twice as much as the rest of the country."""	mostly-true
16587	David Cicilline	"""When President Obama took office, we were losing 700,000 jobs a month. Now we've had job growth, I think, for 24 consecutive months."""	mostly-true
16588	Connie Mack	Says George LeMieux was one of two Republicans who voted for President Barack Obama's jobs bill.	true
